主体,年代
Snuff_Bottle,Qing Dynasty (1644-1911)
Snuff_Bottle,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Saucer,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Saucer,Qing Dynasty (1644-1911)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Musicians_on_Horseback,Tang Dynasty (618-907)
Female_Immortals,Yuan Dynasty (1271-1368)
Covered_Box,Ming Dynasty (1368-1644)
Beaker_Vase,Qing Dynasty (1644-1911)
Mirror,Song Dynasty (960-1279) or Jin Dynasty (1115-1234)
Sutra_Cover,Ming Dynasty (1368-1644)
Vase,Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Plate,Qing Dynasty (1644-1911)
Plate,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Plate,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Sweetmeat_Box_with_Tao_Yuanming,Ming Dynasty (1368-1644)
Vase,Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Hill_Jar_and_Cover,Eastern Han Dynasty (25-220)
Bowl,Jin Dynasty (1115-1234)
Bowl,Jin Dynasty (1115-1234)
Figure_of_a_Recumbent_Boar,Tang Dynasty (618-907)
Figure_of_Bodhisattva,Ming Dynasty (1368-1644)
Recumbent_Figure_of_a_Boy,Song Dynasty (960-1279)
Tile_Depicting_a_Female_Dancer,Song Dynasty (960-1279)
Sword_Scabbard_Slide,Ming Dynasty (1368-1644) or later
Myriad_Peaks_and_Rapid_Cascades,Qing Dynasty (1644-1911)
Landscape_with_Ox_Cart,Ming Dynasty (1368-1644)
Mandarin_Ducks_and_Flowering_Plum,Ming Dynasty (1368-1644)
Xu_You_and_Chao_Fu,Qing Dynasty (1644-1911)
Incense_Burner_and_Cover,Late Ming Dynasty (1368-1644)
Female_Court_Costume,Qing Dynasty (1644-1911)
Carving_of_Melons_and_Butterfly,Qing Dynasty (1644-1911)
Bowl_(one_of_a_pair),Qing Dynasty (1644-1911)
Jar,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Vase_(one_of_a_pair),Qing Dynasty (1644-1911)
Chest,Qing Dynasty (1644-1911)
Lady_Seated_in_a_Garden,Qing Dynasty (1644-1911)
Jar,Qing Dynasty (1644-1911)
Cup,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Cockeral_(One_of_a_Pair),Qing Dynasty (1644-1911)
Parrot_(one_of_a_pair),Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Stand,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Bottle_(One_of_a_Pair),Qing Dynasty (1644-1911)
Teapot,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Bottle,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
The_Past_Buddha_Dipankara,Qing Dynasty (1644-1911)
Bulb_Dish_(one_of_pair),Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Pendant,Qing Dynasty (1644-1911)
Ritual_Wine_Vessel,Shang Dynasty (c. 1600-1050 BCE)
Head_of_a_Civil_Official,Ming Dynasty (1368-1644)
Head_of_a_Military_Official,Ming Dynasty (1368-1644)
Playing_the_Qin,Qing Dynasty (1644-1911)
Inkstone_with_Lid_and_Base,Qing Dynasty (1644-1911)
Female_Court_Attendant,Tang Dynasty (618-907)
Tile,Qing Dynasty (1644-1911)
Ewer_with_Cup-shaped_Mouth,Tang Dynasty (618-907)
Textile_with_Five-Dragon_Design,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Vase,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Nesting_Cup_(One_of_Eight),Qing Dynasty (1644-1911)
Female_Court_Attendant_on_Horseback,Tang Dynasty (618-907)
Coffeepot_and_Cover,Qing Dynasty (1644-1911)
Tomb_Guardian_Beast,Tang Dynasty (618-907)
Bowl,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Pomegranate_and_Insects,Qing Dynasty (1644-1911)
Female_Manchu_Aristocrat,Qing Dynasty (1644-1911)
Sesame_(Sesamum_Orientale),Qing Dynasty (1644-1911)
Jar_(One_of_a_Pair),Qing Dynasty (1644-1911)
Bowl_(one_of_a_pair),Qing Dynasty (1644-1911)
Stand_(Hsiang_Tzü),Qing Dynasty (1644-1911)
Vase_with_Plum_Blossom_Design,Yuan Dynasty (1271-1368)
Dish_with_Rooster_and_Peonies,Qing Dynasty (1644-1911)
Dish,Qing Dynasty (1644-1911)
Jar,Qing Dynasty (1644-1911)
Pillow,Northern Song Dynasty (960-1127)
Aristocratic_Lady_Reading,Qing Dynasty (1644-1911)
An_Official_Reading,Qing Dynasty (1644-1911)
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Untitled,Qing Dynasty (1644-1911) or later
Cup,Qing Dynasty (1644-1911)
Jardiniere,Qing Dynasty (1644-1911)
Jarlet,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer_with_Roman_Mythological_Figures,Qing Dynasty (1644-1911)
Scholar_beneath_an_Old_Pine,Qing Dynasty (1644-1911)
Dish,Ming Dynasty (1368-1644)
Stool,Qing Dynasty (1644-1911)
Vase_(one_of_a_pair),Qing Dynasty (1644-1911)
Cup_(Pei),Qing Dynasty (1644-1911)
Sacrificial_Cup,Qing Dynasty (1644-1911)
Miniature_Vase,Qing Dynasty (1644-1911)
Water_Pot,Qing Dynasty (1644-1911)
Garden_Seat,Qing Dynasty (1644-1911)
Garden_Seat,Qing Dynasty (1644-1911)
Medallion,Ming Dynasty (1368-1644) or Qing Dynasty (1644-1911)
Horse_with_Woman_Rider,Tang Dynasty (618-907)
Burial_Jar_(Hu),Eastern Han Dynasty (25-220)
Covered_Vessel_(lian),Eastern Han Dynasty (25-220)
Guardian_Figure,Tang Dynasty (618-907)
Pillow,Northern Song Dynasty (960-1127) - Jin Dynasty (1115-1234)
Architectural_Brick_for_a_Tomb,Eastern Han Dynasty (25-220)
Staff_Bearer,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Staff_Bearer,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Cao_Ba_Viewing_Horse,Qing Dynasty (1644-1911)
Attendees_of_the_Water-Land_Ritual,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Bao_Zheng,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Tao_Yuanming,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Wang_Xizhi,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Yüchi_Gong,Qing Dynasty (1644-1911)
Buddhist_Temple_in_the_Autumn_Mountains,Qing Dynasty (1644-1911)
"The_Moon_Goddess,_Chang'e",Ming Dynasty (1368-1644)
Old_Man_(Daoist_adept)_and_Attendant,Ming Dynasty (1368-1644)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Woven_Fragment,Qing Dynasty (1644-1911)
Large_Plate,Qing Dynasty (1644-1911)
Appliqué,Han Dynasty (206 BCE-220 CE)
Libation_Cup,Qing Dynasty (1644-1911)
Libation_Cup,Qing Dynasty (1644-1911)
Hexagonal_Stand,Qing Dynasty (1644-1911)
Large_Dish_(one_of_a_pair),Qing Dynasty (1644-1911)
Large_Dish,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Civil_Official,Qing Dynasty (1644-1911)
Brush_Washer,Qing Dynasty (1644-1911)
Commemorative_Portrait_of_Official_and_Consort,Qing Dynasty (1644-1911)
Candle_Trimmer,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Teacup,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Saucer,Qing Dynasty (1644-1911)
Kiln_waster:_bowls_fused_with_saggars,Song Dynasty (960-1279)
Woven_Fragment,Ming Dynasty (1368-1644)
Architectural_Brick_for_a_Tomb,Eastern Han Dynasty (25-220)
Architectural_Brick_for_a_Tomb,Eastern Han Dynasty (25-220)
Two_Mast_River_Boat,Qing Dynasty (1644-1911)
Coffee_Pot_and_Cover,Qing Dynasty (1644-1911)
Botanical_Subject_and_Insects,Qing Dynasty (1644-1911)
Amaranthus_Tricolor_and_Insects,Qing Dynasty (1644-1911)
Lady_Holding_a_Fan,Qing Dynasty (1644-1911)
Woven_Textile,Qing Dynasty (1644-1911)
Woven_Textile,Qing Dynasty (1644-1911)
Covered_Jarlet,Yuan Dynasty (1271-1368) - Ming Dynasty (1368-1644)
Large_Plate,Qing Dynasty (1644-1911)
Large_Plate,Qing Dynasty (1644-1911)
Dish_with_Everted_Lip,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Seal,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Seal,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Qilin_song_zi_(Qilin_Bringing_Sons),Qing Dynasty (1644-1911)
Porcelain_Production:_Drying_Porcelains,Qing Dynasty (1644-1911)
Porcelain_Production:_Manufacturing_Vases,Qing Dynasty (1644-1911)
Snuff_Bottle,Qing Dynasty (1644-1911)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Beaker_Vase,Qing Dynasty (1644-1911)
Beaker_Vase_(One_of_a_Pair),Qing Dynasty (1644-1911)
Jar_with_the_Eight_Daoist_Immortals,Yuan Dynasty (1271-1368)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Bowl_(Wan),Qing Dynasty (1644-1911)
Covered_Vase,Qing Dynasty (1644-1911)
Plate_(P'An),Qing Dynasty (1644-1911)
Libation_Cup,Qing Dynasty (1644-1911)
Bottle_Vase,Qing Dynasty (1644-1911)
Guardian_Figure,Tang Dynasty (618-907)
Storage_Jar_(Hu),Eastern Han Dynasty (25-220)
Bowl,Northern Song Dynasty (960-1127) - Jin Dynasty (1115-1234)
Caryatid_Figure_of_Elephant_and_Rider,Ming Dynasty (1368-1644)
Caryatid_Figure_of_Elephant_and_Rider,Ming Dynasty (1368-1644)
Ridge_Tile_with_Celestial_Winged_Horse,Ming Dynasty (1368-1644)
Court_Attendant,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Cushion_Cover,Qing Dynasty (1644-1911)
Leisurely_Pursuits_in_a_Mountain_Retreat,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Zhou_Dunyi,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Li_Jing,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Di_Renjie,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Liu_Heng,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Liu_Xiu,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Zhuan_Xu,Qing Dynasty (1644-1911)
Immortal_with_Old_Woman_and_Children,Qing Dynasty (1644-1911)
Man_Holding_a_Gourd,Qing Dynasty (1644-1911)
Fish_Bowl,Qing Dynasty (1644-1911)
Traveller's_Teapot,Qing Dynasty (1644-1911)
Faceted_Bottle,Qing Dynasty (1644-1911)
Tea_Poy,Qing Dynasty (1644-1911)
Tea_Poy,Qing Dynasty (1644-1911)
Covered_Jar_with_design_of_Peonies,Qing Dynasty (1644-1911)
Beaker_Vase,Qing Dynasty (1644-1911)
Hexagonal_Vase,Qing Dynasty (1644-1911)
Incense_Burner_with_Cover_and_Stand,Qing Dynasty (1644-1911)
Wine_Cup,Ming Dynasty (1368-1644)
Appliqué,Han Dynasty (206 BCE-220 CE)
Appliqué,Han Dynasty (206 BCE-220 CE)
Table_Screen,Qing Dynasty (1644-1911)
Low_Bowl,Qing Dynasty (1644-1911)
Libation_Cup,Qing Dynasty (1644-1911)
Small_Bottle_(One_of_a_Pair),Qing Dynasty (1644-1911)
Small_Vase,Qing Dynasty (1644-1911)
Hexagonal_Stand,Qing Dynasty (1644-1911)
Hexagonal_Dish,Qing Dynasty (1644-1911)
Hexagonal_Vase,Qing Dynasty (1644-1911)
Large_Bottle,Qing Dynasty (1644-1911)
Large_Bottle,Qing Dynasty (1644-1911)
Large_Dish,Qing Dynasty (1644-1911)
Dish_(Pair),Qing Dynasty (1644-1911)
Large_Dish,Qing Dynasty (1644-1911)
Large_Bottle,Qing Dynasty (1644-1911)
Vase_with_Cover_(one_of_pair),Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Teapot,Qing Dynasty (1644-1911)
Roof_Tile,Qing Dynasty (1644-1911)
Flower_Pot_and_Saucer_(Hua_Pen),Qing Dynasty (1644-1911)
Covered_Vase,Qing Dynasty (1644-1911)
Covered_Vase,Qing Dynasty (1644-1911)
Boat_with_Two_Masts,Qing Dynasty (1644-1911)
Sugar_Bowl_and_Cover,Qing Dynasty (1644-1911)
Woven_Textile,Ming Dynasty (1368-1644)
Seal,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Vase,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Desk_Screen,Qing Dynasty (1644-1911)
Wine_Cup,Qing Dynasty (1644-1911)
Panel_from_a_House-shaped_Sarcophagus,Tang Dynasty (618-907)
Panel_from_a_House-shaped_Sarcophagus,Tang Dynasty (618-907)
Fan,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Female_Playing_a_Horn,Qing Dynasty (1644-1911)
Female_Wearing_Official_Dress,Qing Dynasty (1644-1911)
Covered_Jarlet,Yuan Dynasty (1271-1368) - Ming Dynasty (1368-1644)
Dish,Tang Dynasty (618-907) or Five Dynasties (907-960)
Chicken_Cup,Qing Dynasty (1644-1911)
Chicken_Cup,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Seal,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Bowl_(Wan),Qing Dynasty (1644-1911)
Bottle_Vase,Qing Dynasty (1644-1911)
Bottle_Vase_with_Cup-shaped_Mouth,Tang Dynasty (618-907)
Bottle,Yuan Dynasty (1271-1368) or Ming Dynasty (1368-1644)
Jar,Northern Song Dynasty (960-1127)
Half_Figure_of_Guardian,Tang Dynasty (618-907)
Cover,Northern Song (960-1127) or Jin Dynasty (1115-1234)
Court_Lady,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Bodhidharma,Ming Dynasty (1368-1644) or Qing Dynasty (1644-1911)
"Peonies_forming_the_Character_""Shou""_(longevity)",Qing Dynasty (1644-1911)
Snow_Clearing_over_Rivers_and_Mountains,Qing Dynasty (1644-1911)
Attendees_of_the_Water-Land_Ritual,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Yao_Chong,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Zhen_Dexiu,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Lü_Zuqian,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Fang_Xuanling,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Liu_Qi,Qing Dynasty (1644-1911)
Landscape_with_Plum_Blossoms_and_Figures,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Six-Panel_Folding_Screen,Qing Dynasty (1644-1911)
Tea_Poy,Qing Dynasty (1644-1911)
Plaque,Han Dynasty (206 BCE-220 CE)
Beaker_Vase,Qing Dynasty (1644-1911)
Table_Screen,Qing Dynasty (1644-1911)
Square_Bowl_(one_of_a_pair),Qing Dynasty (1644-1911)
Club_Vase,Qing Dynasty (1644-1911)
Covered_Vase,Qing Dynasty (1644-1911)
Square_Vase,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Seated_Figure,Qing Dynasty (1644-1911)
Covered_Ewer_(one_of_a_pair),Qing Dynasty (1644-1911)
Ink_Screen,Qing Dynasty (1644-1911)
Daoist_Figure,Qing Dynasty (1644-1911)
Fish_Bowl,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Pictorial_Hanging,Qing Dynasty (1644-1911)
Pictorial_Hanging,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Court_Lady,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Hill-shaped_Incense_Burner_(Boshanlu),Eastern Han Dynasty (25-220)
Flower_Pot_and_Saucer_(Hua_pen),Qing Dynasty (1644-1911)
Attendant,Northern Wei Dynasty (386-535)
Gravy_Boat_and_Tray,Qing Dynasty (1644-1911)
Bodhisattva,Jin Dynasty (1115-1234) or Yuan Dynasty (1271-1368)
Belt_Buckle,Qing Dynasty (1644-1911)
Fifty-Three_Compassionate_Manifestations_of_Guanyin,Qing Dynasty (1644-1911)
Lady_Wearing_Manchu_Dress,Qing Dynasty (1644-1911)
Botanical_Subject_and_Butterfly,Qing Dynasty (1644-1911)
Hill_Censer_(Boshanlu),Western Han Dynasty (206 BCE-9 CE)
Cup,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Chicken_Cup,Qing Dynasty (1644-1911)
DIsh_with_Everted_Lip,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Seal,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Dish,Southern Song Dynasty (1127-1279) - Yuan Dynasty (1271-1368)
Embroidered_Panel,Ming Dynasty (1368-1644)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Buddhist_Vinaya,Ming Dynasty (1368-1644)
Beaker_Vase_(One_of_a_Pair),Qing Dynasty (1644-1911)
Ink_Rest,Qing Dynasty (1644-1911)
Pillow_with_Duck,Northern Song Dynasty (960-1127)
Wall_Vase_(P'ing),Qing Dynasty (1644-1911)
Cup_and_Cover,Qing Dynasty (1644-1911)
Figure_of_Immortal,Qing Dynasty (1644-1911)
Tomb_Figure_of_an_Altaic_Turkish_Groom,Tang Dynasty (618-907)
Mounted_Guard,Sui Dynasty (581-618) - early Tang Dynasty (618-907)
Vase,Yuan Dynasty (1271-1368) or early Ming Dynasty (1368-1644)
Armored_Guardsman,Northern Wei Dynasty (386-535)
Zhong_Kui_the_Demon_Queller,Ming Dynasty (1368-1644) or later
Figure_of_Attendant,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Tile_Depicting_Female_Musician_Playing_the_Flute,Song Dynasty (960-1279)
Immortal_and_Boy,Qing Dynasty (1644-1911)
Gathering_Medicinal_Herbs_in_the_Deep_Forest,Qing Dynasty (1644-1911)
"Portrait_of_the_Filial_Son,_Dong_Yong",Qing Dynasty (1644-1911)
Conical_Bowl,Song Dynasty (960-1279) or Yuan Dynasty (1271-1368)
Dish,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Vase_and_Cover,Qing Dynasty (1644-1911)
Vase_and_Stand,Qing Dynasty (1644-1911)
Ovoid_Covered_Jar,Qing Dynasty (1644-1911)
Dish_with_Qilin,Qing Dynasty (1644-1911)
Reticulated_Hexagonal_Stand,Qing Dynasty (1644-1911)
Oxblood_Glazed_Vase,Qing Dynasty (1644-1911)
Jar_and_Cover_(One_of_a_Pair),Qing Dynasty (1644-1911)
Teacup,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Coffepot,Qing Dynasty (1644-1911)
Platter,Qing Dynasty (1644-1911)
Zhong_Kui_Tu_(Portrait_of_Zhong_Kui),Qing Dynasty (1644-1911)
Drum_Player,Northern Wei Dynasty (386-535)
Drum_Player,Northern Wei Dynasty (386-535)
Platter,Qing Dynasty (1644-1911)
Platter,Qing Dynasty (1644-1911)
Head_of_a_Horse,Western Han Dynasty (206 BCE-9 CE)
New_Year_Print:_Xie_Jia_Yong_Xu,Qing Dynasty (1644-1911)
Vase_of_Flowers,Qing Dynasty (1644-1911) or later
Bencharong_Pedestal_Dish,Qing Dynasty (1644-1911)
Woman's_Tube_Skirt,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Saucer,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Bowl,Qing Dynasty (1644-1911)
Teacup,Qing Dynasty (1644-1911)
Bodhisattva,Liao Dynasty (907-1125) or Northern Song Dynasty (960-1127)
Cup_with_Flanged_Handle,Southern Song Dynasty (1127-1279)
Incense_Burner,Qing Dynasty (1644-1911)
Plate_(P'An),Qing Dynasty (1644-1911)
Wine_Jar,Ming Dynasty (1368-1644)
Bowl,Northern Song (960-1127) or Jin Dynasty (1115-1234)
Figure_of_an_Immortal,Ming Dynasty (1368-1644)
Court_attendant,Sui Dynasty (581-618) - Tang Dynasty (618-907)
Figure_of_a_Court_Attendant,Northern Wei Dynasty (386-535)
Bowl_with_Ring_Handles,Han Dynasty (206 BCE-220 CE)
Ruyi_Scepter,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Yang_Shi,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Zhang_Shi,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Zhu_Xi,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Wang_Tong,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Shao_Yong,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Sun_Quan,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Emperor_Shun,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Da_Yu,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Liu_Bang,Qing Dynasty (1644-1911)
Portraits_of_Famous_Men:_Liu_Bei,Qing Dynasty (1644-1911)
Bodhidharma,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Ba_Bridge_in_Wind_and_Snow,Qing Dynasty (1644-1911)
Landscape_and_Two_Men_in_Boat,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Figures_of_Lohans,Qing Dynasty (1644-1911)
Female_Playing_the_Cymbals,Qing Dynasty (1644-1911)
Dish,Jin Dynasty (1115-1234) or Yuan Dynasty (1271-1368)
Fish_Bowl,Qing Dynasty (1644-1911)
Wine_Cup,Qing Dynasty (1644-1911)
Plaque,Han Dynasty (206 BCE-220 CE)?
Plaque,Han Dynasty (206 BCE-220 CE)
Hexagonal_Lantern,Qing Dynasty (1644-1911)
Square_Bowl_(one_of_a_pair),Qing Dynasty (1644-1911)
Libation_Cup,Qing Dynasty (1644-1911)
Covered_Vase,Qing Dynasty (1644-1911)
Roulean_Vase_(one_of_a_pair),Qing Dynasty (1644-1911)
Rouleau_Vase_(one_of_a_pair),Qing Dynasty (1644-1911)
Buddhist_Shrine,Qing Dynasty (1644-1911)
Square_Vase,Qing Dynasty (1644-1911)
Square_Vase,Qing Dynasty (1644-1911)
Covered_Ewer_(one_of_a_pair),Qing Dynasty (1644-1911)
Wine_Cup,Qing Dynasty (1644-1911)
Bowl_Dropper,Qing Dynasty (1644-1911)
Square_Dish,Qing Dynasty (1644-1911)
Foliate_Bowl,Qing Dynasty (1644-1911)
Fluted_Bowl,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Large_Dish,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Architectural_Brick_for_a_Tomb,Eastern Han Dynasty (25-220)
Head_of_a_Horse,Han Dynasty (206 BCE-220 CE)
Toilet_Case,Qing Dynasty (1644-1911)
Small_Pitcher,Qing Dynasty (1644-1911)
Miniature_Tea_Service:_Creamer,Qing Dynasty (1644-1911)
Tile_End,Qing Dynasty (1644-1911)
Temple_Banner,Qing Dynasty (1644-1911)
Covered_Jar,Qing Dynasty (1644-1911)
Pagoda,Qing Dynasty (1644-1911) or Republican Period (1912-1949)
Altar_Vase,Qing Dynasty (1644-1911)
Military_Official's_Rank_Badge,Ming Dynasty (1368-1644)
Incense_Burner,Song Dynasty (960-1279)
Attendant,Northern Wei Dynasty (386-535)
Miniature_Jar_(Hu),Western Han Dynasty (206 BCE-9 CE)
Buddha_Torso,Northern Qi Dynasty (550-577)
Guanyin_(Goddess_of_Mercy),Qing Dynasty (1644-1911)
Bodhisattva,Jin Dynasty (1115-1234) or Yuan Dynasty (1271-1368)
Desk_Screen,Qing Dynasty (1644-1911)
Temple_Banner,Qing Dynasty (1644-1911)
Alpinia_Nutans_and_Insects,Qing Dynasty (1644-1911)
Botanical_Subject_and_Butterflies,Qing Dynasty (1644-1911)
Woven_Textile,Ming Dynasty (1368-1644)
Ox_Cart,Western Jin Dynasty (265-317)
Chrysanthemum_and_Butterfly_from_the_Mustard_Seed_Garden_Painting_Manual,Qing Dynasty (1644-1911)
Performer_Levitating_an_Umbrella,Qing Dynasty (1644-1911)
Lady_Playing_the_Clappers,Qing Dynasty (1644-1911)
Snuff_Bottle,Qing Dynasty (1644-1911)
Conical_Bowl,Jin Dynasty (1115-1234) - Yuan Dynasty (1271-1368)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle_with_Spoon,Qing Dynasty (1644-1911)
Vase_with_Cover_(one_of_pair),Qing Dynasty (1644-1911)
Vase_(one_of_pair),Qing Dynasty (1644-1911)
Pictorial_Hanging,Qing Dynasty (1644-1911)
Vase,Song Dynasty (960-1279) or Yuan Dynasty (1271-1368)
Box,Southern Song Dynasty (1127-1279) - Yuan Dynasty (1271-1368)
Snuff_Bottle,Qing Dynasty (1644-1911)
Snuff_Bottle_and_Stopper,Qing Dynasty (1644-1911)
Snuff_Bottle,Qing Dynasty (1644-1911)
Square_Dish,Qing Dynasty (1644-1911)
Dessert_Spoon,Qing Dynasty (1644-1911)
